,id,ms_subclass,lot_frontage,lot_area,overall_qual,overall_cond,mas_vnr_area,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,fireplaces,fireplace_qu,garage_cars,garage_area,garage_qual,garage_cond,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,misc_val,mo_sold,yr_sold,saleprice,bldg_age,remodel_age,garage_age,ms_zoning_isRL,street_isPave,alley_is0,lot_shape_isReg,land_contour_isLvl,utilities_isAllPub,lot_config_isInside,land_slope_isGtl,condition_1_isNorm,condition_2_isNorm,bldg_type_is1Fam,roof_style_isGable,roof_matl_isCompShg,mas_vnr_type_isNone,bsmt_exposure_isNo,heating_isGasA,central_air_isY,electrical_isSBrkr,functional_isTyp,paved_drive_isY,fence_is0,misc_feature_is0,sale_type_isWD ,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,exterior_1st_AsphShn,exterior_1st_BrkComm,exterior_1st_BrkFace,exterior_1st_CBlock,exterior_1st_CemntBd,exterior_1st_HdBoard,exterior_1st_ImStucc,exterior_1st_MetalSd,exterior_1st_Plywood,exterior_1st_Stone,exterior_1st_Stucco,exterior_1st_VinylSd,exterior_1st_Wd Sdng,exterior_1st_WdShing,exterior_2nd_AsphShn,exterior_2nd_Brk Cmn,exterior_2nd_BrkFace,exterior_2nd_CBlock,exterior_2nd_CmentBd,exterior_2nd_HdBoard,exterior_2nd_ImStucc,exterior_2nd_MetalSd,exterior_2nd_Plywood,exterior_2nd_Stone,exterior_2nd_Stucco,exterior_2nd_VinylSd,exterior_2nd_Wd Sdng,exterior_2nd_Wd Shng,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,garage_type_2Types,garage_type_Attchd,garage_type_Basment,garage_type_BuiltIn,garage_type_CarPort,garage_type_Detchd,garage_finish_Fin,garage_finish_RFn,garage_finish_Unf
1814,2837,50,58.0,8410,5,3,0.0,3,2,3,3,1,0.0,1,0.0,658.0,658.0,3,658,526,0,1184,0.0,0.0,1,0,5,1,3,8,0,0,0.0,0.0,0,0,0,151,0,0,0,0,0,0,5,2006,81000,96,10,0.0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1815,2456,20,49.0,15218,8,5,241.0,4,3,5,4,6,1562.0,1,0.0,108.0,1670.0,5,1670,0,0,1670,1.0,0.0,2,1,2,1,4,6,1,4,3.0,928.0,3,3,0,240,200,0,0,0,0,0,9,2006,336820,0,0,0.0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1816,2114,60,75.0,14364,7,5,128.0,4,3,4,3,6,1065.0,1,0.0,92.0,1157.0,5,1180,882,0,2062,1.0,0.0,2,1,3,1,3,7,1,4,2.0,454.0,3,3,60,55,0,0,154,0,0,0,4,2007,277000,19,18,19.0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1817,1890,20,70.0,8680,5,7,0.0,3,3,3,3,1,0.0,1,0.0,894.0,894.0,3,894,0,0,894,0.0,0.0,1,0,3,1,3,5,0,0,1.0,312.0,3,3,0,0,0,0,0,0,0,0,1,2007,117600,47,47,42.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1818,621,50,80.0,9600,6,8,0.0,3,4,3,3,4,120.0,1,0.0,736.0,856.0,5,1112,556,0,1668,0.0,0.0,1,1,3,1,3,6,0,0,1.0,271.0,3,3,0,0,0,0,0,0,0,0,9,2009,140000,59,4,59.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1819,1427,20,91.0,11778,9,5,402.0,5,3,5,3,6,1153.0,1,0.0,598.0,1751.0,5,1766,0,0,1766,1.0,0.0,2,1,3,1,5,8,2,4,3.0,874.0,3,3,216,36,0,0,0,0,0,0,12,2008,395039,0,0,0.0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1820,1728,60,59.0,15810,6,5,43.0,4,3,4,3,1,0.0,1,0.0,768.0,768.0,5,768,728,0,1496,0.0,0.0,3,0,3,1,4,7,0,0,2.0,572.0,3,3,100,0,0,0,0,0,0,0,5,2007,181755,0,0,0.0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1821,2472,20,91.0,11024,7,5,118.0,4,3,4,3,1,0.0,1,0.0,1400.0,1400.0,5,1400,0,0,1400,0.0,0.0,2,0,3,1,4,6,0,0,2.0,612.0,3,3,144,55,0,0,0,0,0,0,10,2006,186800,1,0,1.0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1822,610,60,71.0,8970,5,6,0.0,3,4,3,3,5,388.0,1,0.0,356.0,744.0,3,825,1315,0,2140,0.0,0.0,2,1,4,1,3,7,1,3,2.0,549.0,3,3,0,40,264,0,0,0,0,0,6,2009,177500,44,44,44.0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1823,1950,30,60.0,10800,4,6,0.0,3,3,3,3,1,0.0,1,0.0,656.0,656.0,3,968,0,0,968,0.0,0.0,2,0,4,1,3,5,0,0,1.0,216.0,2,2,0,0,0,0,0,0,0,0,8,2007,64500,80,0,79.0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1824,94,120,25.0,4835,7,5,0.0,4,3,5,3,6,1298.0,1,0.0,190.0,1488.0,5,1488,0,0,1488,1.0,0.0,2,0,2,1,4,6,1,4,2.0,506.0,3,3,168,50,0,0,0,0,0,0,3,2010,260000,6,5,6.0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1825,1745,20,53.0,3710,7,5,16.0,4,3,4,3,1,0.0,1,0.0,1266.0,1266.0,5,1266,0,0,1266,0.0,0.0,2,0,2,1,4,6,1,4,2.0,388.0,3,3,100,16,0,0,0,0,0,0,8,2007,185485,0,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1826,744,30,51.0,6120,5,7,0.0,3,3,3,3,4,209.0,1,0.0,506.0,715.0,3,875,0,0,875,1.0,0.0,1,0,2,1,3,5,0,0,1.0,180.0,2,3,48,0,0,0,0,0,0,0,11,2009,105000,78,16,78.0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1827,1859,80,80.0,9600,6,7,360.0,4,4,3,3,1,0.0,1,0.0,528.0,528.0,5,1094,761,0,1855,0.0,0.0,2,1,3,1,3,7,1,3,2.0,512.0,3,3,113,100,0,0,0,0,0,0,8,2007,187000,31,13,31.0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1828,2343,20,91.0,14145,7,7,0.0,4,3,4,3,5,213.0,1,0.0,995.0,1208.0,5,1621,0,0,1621,1.0,0.0,2,0,3,1,4,8,0,0,2.0,440.0,3,3,108,45,0,0,0,0,0,400,5,2006,202500,22,8,22.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1829,1713,20,70.0,9926,7,5,210.0,4,3,4,3,6,1178.0,1,0.0,436.0,1614.0,5,1614,0,0,1614,1.0,0.0,2,0,3,1,4,7,0,0,3.0,878.0,3,3,100,38,0,0,0,0,0,0,5,2007,245700,2,1,2.0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1830,1816,160,50.0,8012,6,5,0.0,3,3,3,3,1,0.0,1,0.0,630.0,630.0,5,630,636,0,1266,0.0,0.0,1,1,2,1,3,5,2,3,1.0,283.0,3,3,340,0,0,0,0,0,0,0,7,2007,128000,27,27,27.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1831,2390,60,80.0,10240,8,5,178.0,4,3,4,3,1,0.0,1,0.0,1030.0,1030.0,4,1038,1060,0,2098,0.0,0.0,2,1,3,1,5,8,1,4,3.0,878.0,3,3,192,52,0,0,0,0,0,0,3,2006,275500,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1832,364,60,76.0,10762,7,5,344.0,4,3,4,3,6,694.0,1,0.0,284.0,978.0,5,1005,978,0,1983,0.0,0.0,2,1,3,1,4,9,1,3,2.0,490.0,3,3,0,0,0,0,0,0,0,0,5,2009,225000,10,10,10.0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1833,684,80,80.0,8000,5,5,0.0,3,3,4,3,6,433.0,3,95.0,0.0,528.0,3,1183,0,0,1183,1.0,0.0,1,0,3,1,3,6,0,0,1.0,288.0,3,3,0,0,0,0,0,0,0,0,7,2009,138000,50,50,50.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1834,32,160,21.0,1680,6,5,381.0,3,3,3,3,1,0.0,1,0.0,525.0,525.0,3,525,567,0,1092,0.0,0.0,1,1,3,1,3,6,0,0,1.0,264.0,3,3,0,0,0,0,0,0,0,0,3,2010,88000,39,39,39.0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1835,1698,60,105.0,13693,9,5,772.0,5,3,4,3,1,0.0,1,0.0,2153.0,2153.0,5,2069,574,0,2643,0.0,0.0,2,1,3,1,5,9,1,4,3.0,694.0,3,3,414,84,0,0,0,0,0,0,3,2007,380000,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1836,1129,20,85.0,10625,8,5,292.0,4,3,4,3,1,0.0,1,0.0,1660.0,1660.0,5,1660,0,0,1660,0.0,0.0,2,0,3,1,4,7,1,4,3.0,660.0,3,3,133,120,0,0,0,0,0,0,6,2008,256000,1,1,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1837,165,20,60.0,7200,5,7,0.0,3,3,3,3,4,234.0,3,486.0,180.0,900.0,3,900,0,0,900,0.0,1.0,1,0,3,1,4,5,0,0,2.0,576.0,3,3,222,32,0,0,0,0,0,0,5,2010,134800,59,10,5.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1838,935,160,24.0,1612,6,6,0.0,3,3,4,3,1,0.0,1,0.0,561.0,561.0,3,561,668,0,1229,0.0,0.0,1,1,2,1,3,5,1,3,2.0,462.0,3,3,154,0,0,0,0,0,0,0,7,2009,121000,29,29,29.0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1839,1802,60,84.0,10207,7,6,0.0,4,3,4,3,1,0.0,1,0.0,874.0,874.0,5,874,887,0,1761,0.0,0.0,3,0,3,1,4,7,0,0,2.0,578.0,3,3,144,105,0,0,0,0,0,0,8,2007,227875,0,0,0.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1840,250,20,64.0,10475,8,5,72.0,4,3,4,3,1,0.0,1,0.0,1694.0,1694.0,5,1694,0,0,1694,0.0,0.0,2,0,3,1,4,7,0,0,3.0,776.0,3,3,160,33,0,0,0,0,0,0,2,2010,245350,2,2,2.0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1841,2668,90,33.0,5976,5,7,0.0,3,3,3,3,1,0.0,1,0.0,624.0,624.0,4,624,624,0,1248,0.0,0.0,2,0,2,2,3,8,0,0,0.0,0.0,0,0,0,130,256,0,0,0,0,0,12,2006,93500,86,56,0.0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1842,236,30,85.0,10625,5,5,0.0,3,3,3,3,5,108.0,1,0.0,350.0,458.0,2,835,0,0,835,0.0,0.0,1,0,2,1,3,5,0,0,1.0,366.0,2,3,0,0,77,0,0,0,0,400,5,2010,83000,90,60,90.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1843,2117,60,139.0,53107,6,5,0.0,4,3,4,3,6,985.0,1,0.0,595.0,1580.0,5,1079,874,0,1953,1.0,0.0,2,1,3,1,4,9,2,2,2.0,501.0,3,3,216,231,0,0,0,0,0,0,6,2007,240000,15,15,15.0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1844,2029,45,40.0,5680,5,4,0.0,3,3,3,3,1,0.0,1,0.0,592.0,592.0,3,933,240,0,1173,0.0,0.0,2,0,3,1,3,7,0,0,1.0,240.0,3,2,0,25,77,0,0,0,0,0,9,2007,113000,106,57,87.0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1845,636,20,66.0,12400,6,7,176.0,3,3,3,2,3,585.0,1,0.0,630.0,1215.0,3,1215,0,0,1215,0.0,0.0,1,0,3,1,3,6,0,0,1.0,297.0,3,3,0,0,0,0,234,0,0,0,6,2009,155000,51,11,51.0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1846,1155,20,65.0,6768,6,8,0.0,3,4,3,3,6,832.0,1,0.0,80.0,912.0,4,912,0,0,912,1.0,1.0,1,0,3,1,4,5,0,0,1.0,288.0,3,3,168,0,0,0,0,0,0,0,5,2008,142000,47,12,46.0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1847,739,45,50.0,6000,6,7,0.0,4,3,3,3,1,0.0,1,0.0,884.0,884.0,4,904,0,0,904,0.0,0.0,1,0,2,1,3,4,0,0,1.0,180.0,3,3,0,0,105,0,0,0,0,0,1,2009,119000,83,5,83.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1848,1608,50,75.0,12508,6,7,0.0,3,3,4,3,5,660.0,1,0.0,323.0,983.0,5,983,767,0,1750,1.0,0.0,2,0,4,1,3,7,0,0,1.0,423.0,3,3,245,0,156,0,0,0,0,1300,7,2008,160000,68,23,19.0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1849,1087,60,62.0,7415,6,5,0.0,3,3,3,3,6,759.0,1,0.0,80.0,839.0,5,864,729,0,1593,1.0,0.0,2,1,3,1,3,8,1,3,2.0,398.0,3,3,100,75,0,0,0,0,0,0,4,2008,193000,4,4,4.0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1850,1774,60,88.0,11762,8,5,309.0,4,3,5,3,6,335.0,1,0.0,770.0,1105.0,5,1105,1097,0,2202,1.0,0.0,2,1,4,1,4,9,1,3,2.0,517.0,3,3,0,65,0,0,144,0,0,0,9,2007,263000,15,14,15.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1851,2816,20,65.0,8767,7,5,0.0,4,3,4,3,6,24.0,1,0.0,1286.0,1310.0,5,1310,0,0,1310,0.0,0.0,2,0,3,1,4,6,1,4,2.0,400.0,3,3,0,0,0,0,0,0,0,0,7,2006,164990,1,1,1.0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
